,Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
208,6/30/14 03:00,Lincoln,NE,USA,Other,2 minutes?,"Dark S-shaped UFO descended from below the clouds, all the way to the ground, out of sight behind houses.",5/20/21,
209,6/16/14 00:15,Omaha,NE,USA,Light,3 minutes,"High, very bright steady light moving in a very strange square pattern then disappearing.",6/20/14,
210,6/6/14 22:00,Omaha,NE,USA,Light,25 seconds,Strong flashing light reversing its course in flight.,6/13/14,
211,5/28/14 22:21,Lincoln,NE,USA,Light,50 seconds,"Three lights in south Lincoln sky,two of which sped off in opposite directions right before my eyes.",6/4/14,
212,5/28/14 13:00,Reno,NE,USA,Sphere,20 minutes,Bright spherical light at 11:00 in clear blue sky. Nearly stationary but upon careful observation it was moving from west to east.,6/4/14,
213,4/3/14 02:03,Hastings (south of),NE,USA,Fireball,3 minutes,"Two objects seen falling in fireball form west to east, turned white hovered and darted to the north.",7/4/14,
214,12/29/13 18:20,Omaha,NE,USA,Circle,5 minutes,Bright light traveling southeast over downtown Omaha. Thought maybe it was a Chinese lantern but it stopped and reversed course.,1/10/14,
215,11/27/13 21:14,Lincoln,NE,USA,Unknown,15 seconds,Boomerang object over 100 feet long and silently glided past my house; no lights; no sounds.,12/2/13,
216,11/16/13 21:43,Bladen,NE,USA,Unknown,~30 seconds,Looked like a spotlight was turned on in a round object like an ornament.,11/20/13,
217,11/15/13 06:15,Omaha,NE,USA,Unknown,>30 seconds,Harmonic projection appeared as two units on street as glimmering objects that moved at a high rate of speed and disappeared as I ca,11/12/15,
218,11/9/13 21:00,Ralston,NE,USA,Chevron,10 seconds,"Gray, low flying V object with no lights, no sound on a clear night with no clouds",11/11/13,
219,10/7/13 23:45,Bellevue,NE,USA,Diamond,3 hours,Diamond shape 4 strobe colored Object moving north to south.,10/14/13,
220,10/6/13 17:00,Lincoln,NE,USA,Triangle,3 hours,First seen in broad daylight.,10/14/13,
221,10/2/13 13:55,Omaha,NE,USA,Cylinder,Unknown,"Silver, cylindrical object seen over Omaha skies.",10/14/13,
222,9/25/13 01:00,South Sioux City,NE,USA,Sphere,4 hour,Bright lite over work showed co workers.,9/30/13,
